ID,Name,Description,Aliases
"exicon-1753308874776-the-cycle","The Cycle","<p>From home plate, bear crawl to 1st base, do 3 burpees, then bear crawl back to home plate. From home plate, bear crawl around the bases to 2nd base, do 6 burpees, then bear crawl back to home plate. From home plate, bear crawl around the bases to 3rd base, do 9 burpees, then bear crawl back to home plate. From home plate, bear crawl around the bases back to home plate.</p>",""
"exicon-1753308875071-the-dab","The Dab","<p>10 burpees per minute for 5 minutes, then run 1/4 mile. Repeat this cycle 4 times.</p>",""
"exicon-1753308875378-the-dirty-dog","The Dirty Dog","The Dirty Dog is a leg and core exercise. It is performed by being on all fours and executed one leg at a time. From the starting position the leg is raised to be parallel to the ground and then brought back to the start position. Proper form requires the leg to be fully parallel to the ground before returning to the starting position. The exercise is done one leg at a time. Pro Tip: the opposite leg can be moved to be more centered under your body to better support your weight and balance.",""
"exicon-1753308875680-the-donatello","The Donatello","The Donatello To end a workout with suicides on a long set of stairs (e.g., Snake Pit''s Big Boy Stairs, which has 83 stairs and 7 landings).",""
"exicon-1769068174744-“the-doogie”","The Doogie","<p>It’s like murder bunny minus the coupon. It’s a 4 legged frog hop. It could also be called a “murder frog”. But I like the Doogie.</p>","[object Object]; [object Object]; [object Object]"
"exicon-1771744589552-the-dumbledore","The Dumbledore","<p>A Dumbledore is an exercise combination compiled of 1 Burpee, 1 Inch Worm, 4 Merkins (2 Shoulder Tap, 2 Knee Tap), 3 Squats.</p><p></p>",""
"exicon-1753308875961-the-elwood","The Elwood","The Elwood Like High Knees or Chopping Feet, but keep your arms in sync and symmetrical with your feet. When your right hand and right knee are up, your left hand and left knee are down, and vice versa. The PAX can settle into a steady driving quarter-note 4/4 rhythm with this. It''s a great way to bring in the six while keeping heart rates elevated.",""
"exicon-1753308876305-the-grateful-dead-(aka-dancing-bear)","The Grateful Dead (aka Dancing Bear)","<p>Basically, it's a plank-o-rama with a bit of added silliness. Start with 5 Merkins. Rotate 360° in place to the left, raising your left arm, then right arm, and so on. Do 5 Werkins. Rotate 360° in place to the right, raising your left arm, then right arm, and so on. Next, perform 5 Diamond Merkins. While in place, lift your left arm and leg up, then quickly swap to your right arm and leg up. Continue this back and forth as quickly as you can, making sure to fully extend each limb. Now you look like a Dancing Bear!</p>",""
"exicon-1753308876595-the-gross","The Gross","The Gross The beauty of this workout is that you can adjust the intensity based on the level of pain you want to inflict. Pick 12 exercises and perform 12 reps of each. That''s 12x12=144, which is known as a Gross. This workout was first done by Barry Manilow and YHC to showcase the exercises we hate the most, all in one session. It''s guaranteed to generate fantastic mumble chatter.",""
"exicon-1753308876888-the-hightower","The Hightower","<p>As the Nation knows, F3 Grand Strand lost Jacob \"Hightower\" Hancher this past weekend while he was serving as a Myrtle Beach Police Officer. End of Watch: 10/03/20. We honored him with a full workout, and this is a part of it, based on a very fitting Bible verse: Matthew 5:9 - \"Blessed are the peacemakers, for they will be called children of God.\" Here are the 5 exercises, each done for 9 reps: Burpees Bodybuilders (a burpee with a plank jack) Triple Merkin Burpees (a burpee with 3 hand-release merkins) Triple Jump Squat Burpees (a burpee with 3 jump squats) Combining them all: Triple Merkin, Triple Jump Squat Bodybuilders (a burpee with 3 hand-release merkins, a plank jack, and 3 jump squats)</p>",""
"exicon-1753308877180-the-hodor","The Hodor","The Hodor Inspired by Hodor from Game of Thrones and his sole purpose in life to carry a crippled boy. With a cinder block held in front of you, squat until the block touches the ground, stand, rotate the block over your head into a triceps extension, squat again, stand, and rotate the block back in front. That''s 1 rep. Repeat for 30 reps, followed by 1 lap around a 1/4 mile trackâ€''carrying the block.",""
"exicon-1768876906782-the-incredible-murder-bunny","The Incredible Murder Bunny","<p>Mark a distance of 20 yards from a start line. To the tune of “Incredible” by Oh The Larceny, from the start line perform Murder Bunnies towards the 20 yard marker and once you reach the 20 yard point, perform a Redrum Bunnies back to the start line. During the exercise, anytime the word “incredible” is sung, step to the side of your coupon and perform a burpee. If you don’t finish on the start line, overhead carry your coupon back to the start line if needed when the song ends. </p>",""
"exicon-1753308877475-the-jeffrey-leonard","The Jeffrey Leonard","Done either on a baseball diamond or with cones set up like bases. PAX lines up single file at home plate and proceeds to sprint out a single, double, triple and home run with a jog back to home in between each sprint. Can be done as a quick warm up or dragged out to 1 single, 2 doubles, three triples and 4 home runs (done with flaps down of course).",""
"exicon-1773717886734-the-killer-gnat","The Killer Gnat","<p>The Killer Gnat: A small exercise routine attracted to the lights in the park…</p><p>Start with:</p><p>1 Burpee with 1 Merkin</p><p>1 Imperial Squat Walker, each with 1 Squat, 2x1</p><p>Motivators from 1</p><p>Mosey to the next light post and add 1 rep.</p><p>.</p><p>2 Burpees, each with 2 Merkins</p><p>2 Imperial Squat Walkers, each with 2 Squats, 2x1</p><p>Motivators from 2</p><p>Mosey to the next light post and add 1 rep.</p><p>.</p><p>.</p><p>.</p><p>10 Burpees, each with 10 Merkins</p><p>10 Imperial Squat Walkers, each with 10 Squats, 2x1</p><p>Motivators from 10</p><p>Options:</p><p>Go to 5 and head back down to 1, or take it all the way to 10.</p><p></p>",""
"exicon-1753308878081-the-lion-king","The Lion King","The Lion King Start with a coupon held tightly to your chest. Move into a low squat position, lowering the coupon between your knees. As you come up out of the squat, raise the coupon high above your head, thrusting it upward so that it becomes weightless for a fraction of a second. Think of Simba being presented in The Lion King .",""
"exicon-1763085179584-the-maggie","The Maggie","<p>Coupon chest press while doing flutter kicks.</p>",""
"exicon-1757988709959-the-man-from-laramie","The Man from LARAMIE","<p>A stations/circuit workout created by the first Nantan at the Laramie, WY F3 location start, this workout contains seven stations, ideally located in a circle with about 5 yards (minimum) between stations. Mark the stations with cones. Using printed signage for the exercises at each station is helpful. </p><p>PAX start at any station they desire, and complete the exercise at that station, then bear crawl or crab walk to the next station. Rotation is clockwise around the circle. The exercises are done AMRAP based on the Q's choice of duration. 60-90 seconds at each station with 10 seconds to rotate to next station works well for the first round. </p><p>Rinse and Repeat as many times as desired, reducing the exercise time at each station for subsequent rounds, with an optional run loop around the larger area between rounds. </p><p>The exercise stations each start with one of the letters in LARAMIE:</p><p>L-unges; A-merican Hammers; R-everse Crunches; A-lternating Shoulder Taps; M-erkins; I-mperial Squat Walkers and E-leven Burpees. </p><p>Q Tip: Using the Tabata app with a Bluetooth speaker to set the exercise timer and the \"rest\" timer for the rotation makes the rotation rhythm smooth and allows the Q to not be overly encumbered with watching a timer and calling out start, stop, rotate. This circuit pairs nicely with the 7220 (Laramie's Elevation) workout and a 2ndF option of watching the 1955 James \"Jimmy\" Stewart western movie, \"The Man from Laramie\" for a Wyoming trifecta.</p>",""
"exicon-1765591976877-the-oddjob","The Oddjob","<p>Was introduced to this fantastic warmup by a PAX member named Oddjob and started using it. Great for warmo's or just addition to The Thang. Being in a colder climate area this is a goto for me to get the body warmed up.</p><p>5 burpees | 10 SSH | 4 Burpees | 10 SSH | 3 Burpees | 10 SSH | 2 Burpees | 10 SSH | 1 Burpee | 20 SSH</p><p>Burpees I usually do OYO and SSH are IC. Just wanted to share a fantastic 1-2 combo to get the blood pumping and have many sucking for air.</p>",""
"exicon-1753308878386-the-sheldon-cooper","The Sheldon Cooper","<p>Same as the Cooper just add big boy sit ups. Cooper = Run one lap around the track. Then perform 10 burpees, 10 squats, and 10 merkins. Run another lap, then do 9 burpees, 9 squats, and 9 merkins. Continue this pattern, counting down to 1.</p>",""
"exicon-1753308858550-sketch,-the","The Sketch","<p>Start face down raised up on hands and feet with knees bent. Pick up opposite hand and foot and pass foot under your body and through until you can touch your butt to the ground then back to where you started. That''s ''one''. Repeat on other side.</p>",""
"exicon-1753308878689-the-swimmer","The Swimmer","<p>Using a brick in each hand, the PAX performs the freestyle stroke.</p>",""
"exicon-1753308878977-the-w.a.s.h.","The W.A.S.H.","The W.A.S.H. Werkins (50, preferably hand-release), American Hammers (100), Step-Ups (150), and Hip Thrusts (200). Perform these exercises either OYO (on your own) or in pairs. If done in pairs, one partner runsâ€''either laps or designated sprintsâ€''while the other completes the exercise. Switch as needed until all exercises are completed.",""
"exicon-1769380120775-the-wifey","The Wifey","<p>Pilates-inspired plank. Shift to one supporting arm, raising the other straight in the air. Switch and do the opposite side. Repeat as necessary.</p>",""
"exicon-1753308879301-the-wolverine","The Wolverine","<p>A big-boy burpee fit for a superhero: From a standing position, drop to plank, do one merkin, tuck your left knee to your chest, do another merkin, tuck your right knee to your chest, perform one more merkin, then stand, jump, and do an overhead clap. That's one rep. Rinse and repeat.</p>",""
"exicon-1753308879599-theresa","Theresa","Theresa The runner''s version of Mary, primarily consisting of stretching exercises led by the Q to promote optimal recovery and prevent injury after some intense street pounding.",""
"exicon-1753308879897-thigh-master","Thigh Master","Thigh Master Starting position: Begin in a forward lunge with knees slightly bent. Perform the standard lunge movement by bending the back knee until it touches the ground, then return to the starting position. This is done in cadence: count 1 down, 2 up, 3 down, 4 up equals 1 rep. Continue for the set number of reps on the same leg, then switch legs and repeat. The exercise can be performed slowly (with the knee reaching the ground) or quickly, ultimately resulting in an intense \"burn\" in the thighs.",""
